state	election_date	jurisdiction_type	county_name	precinct_id	municipality	name	address	In_Ohio	long	lat	geometry
OH	2012-11-06	county	ADAMS	01-AAA	PEEBLES	BRATTON TOWNSHIP BLDG	2535 LOUDEN RD, PEEBLES, OH, 45660	TRUE	-83.454664	39.0250998	c(-83.454664, 39.0250998)
OH	2012-11-06	county	ADAMS	01-AAB	WEST UNION	CEDAR MILLS SCHOOL	4910 SR 348, WEST UNION, OH, 45693	TRUE	-83.3942826	38.8221574	c(-83.3942826, 38.8221574)
OH	2012-11-06	county	ADAMS	01-AAC	WEST UNION	LYNX (OLD LYNX SCHOOL BLDG)	505 LYNX DR, WEST UNION, OH, 45693	TRUE	-83.4154675	38.7726766	c(-83.4154675, 38.7726766)
OH	2012-11-06	county	ADAMS	01-AAD	PEEBLES	FRANKLIN TOWNSHIP FIREHOUSE	29670 SR 41, PEEBLES, OH, 45660	TRUE	-83.3776451	38.9884832	c(-83.3776451, 38.9884832)
OH	2012-11-06	county	ADAMS	01-AAE	STOUT	GREEN TOWNSHIP FIREHOUSE	2243 BLUE CREEK RD, STOUT, OH, 45684	TRUE	-83.3785007	38.698693	c(-83.3785007, 38.698693)
OH	2012-11-06	county	ADAMS	01-AAF	STOUT	ROME VILLAGE TOWNSHIP BLDG	225 SECOND ST, STOUT, OH, 45684	TRUE	-83.3777041	38.6633682	c(-83.3777041, 38.6633682)
OH	2012-11-06	county	ADAMS	01-AAG	BLUE CREEK	JEFFERSON SCHOOL GYMNASIUM (CHURN CREEK)	8990 BLUE CREEK RD, BLUE CREEK, OH, 45616	TRUE	-83.329523	38.778844	c(-83.329523, 38.778844)
OH	2012-11-06	county	ADAMS	01-AAH	BLUE CREEK	JEFFERSON SCHOOL GYMNASIUM (WAMSLEY)	8990 BLUE CREEK RD, BLUE CREEK, OH, 45616	TRUE	-83.329523	38.778844	c(-83.329523, 38.778844)
OH	2012-11-06	county	ADAMS	01-AAI	WEST UNION	LIBERTY TWP BLDG (LIBERTY SOUTH)	8632 SR 136, WEST UNION, OH, 45693	TRUE	-83.6033899	38.8028182	c(-83.6033899, 38.8028182)
OH	2012-11-06	county	ADAMS	01-AAJ	MANCHESTER	MANCHESTER COMM BLDG (MANCHESTER TWP)	400 PIKE ST, MANCHESTER, OH, 45144	TRUE	-83.609256	38.688908	c(-83.609256, 38.688908)
OH	2012-11-06	county	ADAMS	01-AAK	MANCHESTER	MANCHESTER COMM BLDG (MANCHESTER A)	400 PIKE ST, MANCHESTER, OH, 45144	TRUE	-83.609256	38.688908	c(-83.609256, 38.688908)
OH	2012-11-06	county	ADAMS	01-AAL	MANCHESTER	MANCHESTER COMM BLDG (MANCHESTER B)	400 PIKE ST, MANCHESTER, OH, 45144	TRUE	-83.609256	38.688908	c(-83.609256, 38.688908)
OH	2012-11-06	county	ADAMS	01-AAM	MANCHESTER	MANCHESTER COMM BLDG (MANCHESTER C)	400 PIKE ST, MANCHESTER, OH, 45144	TRUE	-83.609256	38.688908	c(-83.609256, 38.688908)
OH	2012-11-06	county	ADAMS	01-AAN	PEEBLES	PEEBLES LIFE SQUAD BLDG(JACKSONVILLE)	150 MARBLE FURNACE RD, PEEBLES, OH, 45660	TRUE	-83.4118594	38.9509705	c(-83.4118594, 38.9509705)
OH	2012-11-06	county	ADAMS	01-AAO	PEEBLES	MINERAL SPRINGS TOWNSHIP BLDG	33 PEACH MOUNTAIN LANE, PEEBLES, OH, 45660	TRUE	-83.3291286	38.887482	c(-83.3291286, 38.887482)
OH	2012-11-06	county	ADAMS	01-AAP	PEEBLES	PEEBLES LIFE SQUAD BLDG (PEEBLES EAST)	150 MARBLE FURNACE RD, PEEBLES, OH, 45660	TRUE	-83.4118594	38.9509705	c(-83.4118594, 38.9509705)
OH	2012-11-06	county	ADAMS	01-AAQ	PEEBLES	PEEBLES LIFE SQUAD BLDG (PEEBLES WEST)	150 MARBLE FURNACE RD, PEEBLES, OH, 45660	TRUE	-83.4118594	38.9509705	c(-83.4118594, 38.9509705)
OH	2012-11-06	county	ADAMS	01-AAR	MANCHESTER	MONROE TOWNSHIP BLDG	2416 SR 247, MANCHESTER, OH, 45144	TRUE	-83.5163702	38.7344971	c(-83.5163702, 38.7344971)
OH	2012-11-06	county	ADAMS	01-AAS	WEST UNION	OLIVER TWP FIRE STATION	4613 UNITY RD, WEST UNION, OH, 45693	TRUE	-83.521448	38.894671	c(-83.521448, 38.894671)
OH	2012-11-06	county	ADAMS	01-AAT	SEAMAN	SEAMAN PCT/ FIRE STATION	6493 TRI-COUNTY RD, SEAMAN, OH, 45679	TRUE	-83.5802422	38.9398892	c(-83.5802422, 38.9398892)
OH	2012-11-06	county	ADAMS	01-AAU	SEAMAN	SEAMAN COMMUNITY BLDG	17806 SR 247, SEAMAN, OH, 45679	TRUE	-83.5704231	38.9412982	c(-83.5704231, 38.9412982)
OH	2012-11-06	county	ADAMS	01-AAV	SEAMAN	TRANQUILITY /FIRE STATION	6493 TRI-COUNTY RD, SEAMAN, OH, 45679	TRUE	-83.5802422	38.9398892	c(-83.5802422, 38.9398892)
OH	2012-11-06	county	ADAMS	01-AAW	BENTONVILLE	BENTONVILLE TOWNSHIP BLDG	315 POPLAR FLAT RD, BENTONVILLE, OH, 45105	TRUE	-83.6065297	38.7495054	c(-83.6065297, 38.7495054)
OH	2012-11-06	county	ADAMS	01-AAX	MANCHESTER	BRADYVILLE TOWNSHIP BLDG	ENON CHURCH, 1561 SR 41 (IN BRADYVILLE), MANCHESTER, OH, 45144	TRUE	-83.6093611	38.6881293	c(-83.6093611, 38.6881293)
OH	2012-11-06	county	ADAMS	01-AAY	WEST UNION	ADAMS CO FAIRGROUNDS (TIFFIN EAST)	836 BOYD AVE, WEST UNION, OH, 45693	TRUE	-83.5386984	38.8008357	c(-83.5386984, 38.8008357)
OH	2012-11-06	county	ADAMS	01-AAZ	WEST UNION	ADAMS CO FAIRGROUNDS (TIFFIN WEST)	836 BOYD AVE, WEST UNION, OH, 45693	TRUE	-83.5386984	38.8008357	c(-83.5386984, 38.8008357)
OH	2012-11-06	county	ADAMS	01-ABA	WEST UNION	ADAMS CO FAIRGROUNDS (W UNION EAST)	836 BOYD AVE, WEST UNION, OH, 45693	TRUE	-83.5386984	38.8008357	c(-83.5386984, 38.8008357)
OH	2012-11-06	county	ADAMS	01-ABB	WEST UNION	ADAMS CO FAIRGROUNDS (W UNION NORTH)	836 BOYD AVE, WEST UNION, OH, 45693	TRUE	-83.5386984	38.8008357	c(-83.5386984, 38.8008357)
OH	2012-11-06	county	ADAMS	01-ABC	WEST UNION	ADAMS CO FAIRGROUNDS (W UNION SOUTH)	836 BOYD AVE, WEST UNION, OH, 45693	TRUE	-83.5386984	38.8008357	c(-83.5386984, 38.8008357)
OH	2012-11-06	county	ADAMS	01-ABD	WEST UNION	ADAMS CO FAIRGROUNDS (W UNION WEST)	836 BOYD AVE, WEST UNION, OH, 45693	TRUE	-83.5386984	38.8008357	c(-83.5386984, 38.8008357)
OH	2012-11-06	county	ADAMS	01-ABE	CHERRY FORK	WAYNE TWP FIREHOUSE (C FORK VILLAGE)	14815 SR 136, CHERRY FORK, OH, 45618	TRUE	-83.6148462	38.8895347	c(-83.6148462, 38.8895347)
OH	2012-11-06	county	ADAMS	01-ABF	CHERRY FORK	WAYNE TOWNSHIP FIREHOUSE (WAYNE TWP)	14815 SR 136, CHERRY FORK, OH, 45618	TRUE	-83.6148462	38.8895347	c(-83.6148462, 38.8895347)
OH	2012-11-06	county	ADAMS	01-ABG	WINCHESTER	WINCHESTER GYMNASIUM (WINCHESTER TWP)	1551 TRI-COUNTY RD, WINCHESTER, OH, 45697	TRUE	-83.6539399	38.9421121	c(-83.6539399, 38.9421121)
OH	2012-11-06	county	ADAMS	01-ABH	WINCHESTER	WINCHESTER GYMNASIUM ( WINCHESTER VLG)	1551 TRI-CO RD, WINCHESTER, OH, 45697	TRUE	-83.6539399	38.9421121	c(-83.6539399, 38.9421121)
OH	2012-11-06	county	ADAMS	01-ABI	WEST UNION	LIBERTY TWP BLDG (LIBERTY NORTH)	8632 SR 136, WEST UNION, OH, 45693	TRUE	-83.6033899	38.8028182	c(-83.6033899, 38.8028182)
OH	2012-11-06	county	ALLEN	02-AAA	Delphos	01 Delphos United Methodist Church	211 E. Third Street, Delphos, OH, 45833	TRUE	-84.337977	40.8446453	c(-84.337977, 40.8446453)
OH	2012-11-06	county	ALLEN	02-AAC	Delphos	01 Delphos United Methodist Church	211 E. Third Street, Delphos, OH, 45833	TRUE	-84.337977	40.8446453	c(-84.337977, 40.8446453)
OH	2012-11-06	county	ALLEN	02-AAE	Delphos	02 Delphos Senior Citizens Center	301 Suthoff, Delphos, OH, 45833	TRUE	-84.3368265	40.836473	c(-84.3368265, 40.836473)
OH	2012-11-06	county	ALLEN	02-AAG	Delphos	02 Delphos Senior Citizens Center	301 Suthoff, Delphos, OH, 45833	TRUE	-84.3368265	40.836473	c(-84.3368265, 40.836473)
OH	2012-11-06	county	ALLEN	02-AAH	Lima	03 St Gerards School	1311 N. Main Street, Lima, OH, 45801	TRUE	-84.1058214	40.760064	c(-84.1058214, 40.760064)
OH	2012-11-06	county	ALLEN	02-AAJ	Lima	04 North Middle School	1135 N. West Street, Lima, OH, 45801	TRUE	-84.1087506	40.7846404	c(-84.1087506, 40.7846404)
OH	2012-11-06	county	ALLEN	02-AAK	Lima	05 St Rose Hall	523 N. West Street, Lima, OH, 45801	TRUE	-84.1087506	40.7846404	c(-84.1087506, 40.7846404)
OH	2012-11-06	county	ALLEN	02-AAO	Lima	06 Zion Lutheran Church	1300 Edgewood Drive, Lima, OH, 45805	TRUE	-84.1287595	40.7702395	c(-84.1287595, 40.7702395)
OH	2012-11-06	county	ALLEN	02-AAP	Lima	03 St Gerards School	1311 N. Main Street, Lima, OH, 45801	TRUE	-84.1058214	40.760064	c(-84.1058214, 40.760064)
OH	2012-11-06	county	ALLEN	02-AAQ	Lima	05 St Rose Hall	523 N. West Street, Lima, OH, 45801	TRUE	-84.1087506	40.7846404	c(-84.1087506, 40.7846404)
OH	2012-11-06	county	ALLEN	02-AAW	Lima	07 Second Baptist Church	520 W. Spring Street, Lima, OH, 45801	TRUE	-84.1110621	40.7390648	c(-84.1110621, 40.7390648)
OH	2012-11-06	county	ALLEN	02-AAX	Lima	08 St Lukes Lutheran Church	209 W. North Street, Lima, OH, 45801	TRUE	-84.1071529	40.7424652	c(-84.1071529, 40.7424652)
OH	2012-11-06	county	ALLEN	02-AAY	Lima	09 Lima Senior High School	1 Spartan Way, Lima, OH, 45801	TRUE	-84.0964878	40.7412622	c(-84.0964878, 40.7412622)
OH	2012-11-06	county	ALLEN	02-ABE	Lima	10 St. Charles School	2175 W. Elm Street, Lima, OH, 45805	TRUE	-84.1450885	40.736188	c(-84.1450885, 40.736188)
OH	2012-11-06	county	ALLEN	02-ABF	Lima	11 Bradfield Center	550 S Collett, Lima, OH, 45805	TRUE	-84.1196818	40.7339404	c(-84.1196818, 40.7339404)
OH	2012-11-06	county	ALLEN	02-ABH	Lima	12 L.C.C. High School	720 S. Cable Road, Lima, OH, 45805	TRUE	-84.1505315	40.7309197	c(-84.1505315, 40.7309197)
OH	2012-11-06	county	ALLEN	02-ABI	Lima	12 L.C.C. High School	720 S. Cable Road, Lima, OH, 45805	TRUE	-84.1505315	40.7309197	c(-84.1505315, 40.7309197)
OH	2012-11-06	county	ALLEN	02-ABP	Lima	13 Freedom Elementary School	575 S. Calumet, Lima, OH, 45804	TRUE	-84.0906421	40.733247	c(-84.0906421, 40.733247)
OH	2012-11-06	county	ALLEN	02-ABQ	Lima	14 Unity Elementary School	925 E. 3rd Street, Lima, OH, 45804	TRUE	-84.0915406	40.7188716	c(-84.0915406, 40.7188716)
OH	2012-11-06	county	ALLEN	02-ABR	Lima	14 Unity Elementary School	925 E. 3rd Street, Lima, OH, 45804	TRUE	-84.0915406	40.7188716	c(-84.0915406, 40.7188716)
OH	2012-11-06	county	ALLEN	02-ABT	Lima	13 Freedom Elementary School	575 S. Calumet, Lima, OH, 45804	TRUE	-84.0906421	40.733247	c(-84.0906421, 40.733247)
OH	2012-11-06	county	ALLEN	02-ABW	Lima	11 Bradfield Center	550 S Collett, Lima, OH, 45805	TRUE	-84.1196818	40.7339404	c(-84.1196818, 40.7339404)
OH	2012-11-06	county	ALLEN	02-ABX	Lima	15 Lima Towers	790 S. Main Street, Lima, OH, 45804	TRUE	-84.1054937	40.7275343	c(-84.1054937, 40.7275343)
OH	2012-11-06	county	ALLEN	02-ABZ	Lima	16 Phillippian Miss. Baptist Church	190 E. 8th Street, Lima, OH, 45804	TRUE	-84.1036443	40.7114643	c(-84.1036443, 40.7114643)
OH	2012-11-06	county	ALLEN	02-ACD	Lima	17 West Middle School	503 N. Cable Road, Lima, OH, 45805	TRUE	-84.1493724	40.7457128	c(-84.1493724, 40.7457128)
OH	2012-11-06	county	ALLEN	02-ACE	Lima	18 Heritage Elementary School	816 College Avenue, Lima, OH, 45805	TRUE	-84.1261973	40.748713	c(-84.1261973, 40.748713)
OH	2012-11-06	county	ALLEN	02-ACG	Lima	17 West Middle School	503 N. Cable Road, Lima, OH, 45805	TRUE	-84.1493724	40.7457128	c(-84.1493724, 40.7457128)
OH	2012-11-06	county	ALLEN	02-ACT	Spencerville	19 Amanda Township House	690 S. Conant Road, Spencerville, OH, 45887	TRUE	-84.2809797	40.7293527	c(-84.2809797, 40.7293527)
OH	2012-11-06	county	ALLEN	02-ACU	Spencerville	19 Amanda Township House	690 S. Conant Road, Spencerville, OH, 45887	TRUE	-84.2809797	40.7293527	c(-84.2809797, 40.7293527)
OH	2012-11-06	county	ALLEN	02-ACW	Elida	21 American Township House	102 Pioneer Road, Elida, OH, 45807	TRUE	-84.1886468	40.7831668	c(-84.1886468, 40.7831668)
OH	2012-11-06	county	ALLEN	02-ACX	Lima	06 Zion Lutheran Church	1300 Edgewood Drive, Lima, OH, 45805	TRUE	-84.1287595	40.7702395	c(-84.1287595, 40.7702395)
OH	2012-11-06	county	ALLEN	02-ACY	Lima	06 Zion Lutheran Church	1300 Edgewood Drive, Lima, OH, 45805	TRUE	-84.1287595	40.7702395	c(-84.1287595, 40.7702395)
OH	2012-11-06	county	ALLEN	02-ACZ	Lima	06 Zion Lutheran Church	1300 Edgewood Drive, Lima, OH, 45805	TRUE	-84.1287595	40.7702395	c(-84.1287595, 40.7702395)
OH	2012-11-06	county	ALLEN	02-ADA	Lima	22 Appleseed Ridge Girl Scout Office	1870 W. Robb Avenue, Lima, OH, 45805	TRUE	-84.1356862	40.7624956	c(-84.1356862, 40.7624956)
OH	2012-11-06	county	ALLEN	02-ADB	Lima	23 Sherwood Park Community Club	1680 Victoria Lane, Lima, OH, 45805	TRUE	-84.1547425	40.7570252	c(-84.1547425, 40.7570252)
OH	2012-11-06	county	ALLEN	02-ADC	Lima	24 New Hope Christian Center	2240 Baty Road, Lima, OH, 45805	TRUE	-84.1833805	40.7696384	c(-84.1833805, 40.7696384)
OH	2012-11-06	county	ALLEN	02-ADD	Elida	21 American Township House	102 Pioneer Road, Elida, OH, 45807	TRUE	-84.1886468	40.7831668	c(-84.1886468, 40.7831668)
OH	2012-11-06	county	ALLEN	02-ADE	Lima	24 New Hope Christian Center	2240 Baty Road, Lima, OH, 45805	TRUE	-84.1833805	40.7696384	c(-84.1833805, 40.7696384)
OH	2012-11-06	county	ALLEN	02-ADF	Lima	25 Senior Citizens Center	3400 W. Elm Street, Lima, OH, 45805	TRUE	-84.1693105	40.7375681	c(-84.1693105, 40.7375681)
OH	2012-11-06	county	ALLEN	02-ADG	Lima	25 Senior Citizens Center	3400 W. Elm Street, Lima, OH, 45805	TRUE	-84.1693105	40.7375681	c(-84.1693105, 40.7375681)
OH	2012-11-06	county	ALLEN	02-ADI	Lima	25 Senior Citizens Center	3400 W. Elm Street, Lima, OH, 45805	TRUE	-84.1693105	40.7375681	c(-84.1693105, 40.7375681)
OH	2012-11-06	county	ALLEN	02-ADQ	Elida	20 Elida Immanual United Methodist Churc	699 Sunnydale, Elida, OH, 45807	TRUE	-84.1935379	40.7880093	c(-84.1935379, 40.7880093)
OH	2012-11-06	county	ALLEN	02-ADR	Elida	20 Elida Immanual United Methodist Churc	699 Sunnydale, Elida, OH, 45807	TRUE	-84.1935379	40.7880093	c(-84.1935379, 40.7880093)
OH	2012-11-06	county	ALLEN	02-ADT	Harrod	26 Allen East Community Center	9520 Harrod Road, Harrod, OH, 45850	TRUE	-83.9262889	40.7055378	c(-83.9262889, 40.7055378)
OH	2012-11-06	county	ALLEN	02-ADU	Harrod	26 Allen East Community Center	9520 Harrod Road, Harrod, OH, 45850	TRUE	-83.9262889	40.7055378	c(-83.9262889, 40.7055378)
OH	2012-11-06	county	ALLEN	02-ADW	Harrod	26 Allen East Community Center	9520 Harrod Road, Harrod, OH, 45850	TRUE	-83.9262889	40.7055378	c(-83.9262889, 40.7055378)
OH	2012-11-06	county	ALLEN	02-ADY	Lima	03 St Gerards School	1311 N. Main Street, Lima, OH, 45801	TRUE	-84.1058214	40.760064	c(-84.1058214, 40.760064)
OH	2012-11-06	county	ALLEN	02-ADZ	Lima	27 Bath High School	2850 Bible Road, Lima, OH, 45801	TRUE	-84.0522585	40.7730096	c(-84.0522585, 40.7730096)
OH	2012-11-06	county	ALLEN	02-AEA	Lima	28 Bath Township House	2880 Ada Road, Lima, OH, 45801	TRUE	-84.0515628	40.7590623	c(-84.0515628, 40.7590623)
OH	2012-11-06	county	ALLEN	02-AEB	Lima	27 Bath High School	2850 Bible Road, Lima, OH, 45801	TRUE	-84.0522585	40.7730096	c(-84.0522585, 40.7730096)
OH	2012-11-06	county	ALLEN	02-AEC	Lima	03 St Gerards School	1311 N. Main Street, Lima, OH, 45801	TRUE	-84.1058214	40.760064	c(-84.1058214, 40.760064)
OH	2012-11-06	county	ALLEN	02-AED	Lima	28 Bath Township House	2880 Ada Road, Lima, OH, 45801	TRUE	-84.0515628	40.7590623	c(-84.0515628, 40.7590623)
OH	2012-11-06	county	ALLEN	02-AEE	Lima	29 Allen County Fairgrounds Youth Buildi	2750 Harding Hwy., Lima, OH, 45804	TRUE	-84.0563847	40.7305666	c(-84.0563847, 40.7305666)
OH	2012-11-06	county	ALLEN	02-AEF	Lima	29 Allen County Fairgrounds Youth Buildi	2750 Harding Hwy., Lima, OH, 45804	TRUE	-84.0563847	40.7305666	c(-84.0563847, 40.7305666)
OH	2012-11-06	county	ALLEN	02-AEG	Lima	30 Forest Park United Methodist Church	315 S. Collins, Lima, OH, 45804	TRUE	-84.0809119	40.7360533	c(-84.0809119, 40.7360533)
OH	2012-11-06	county	ALLEN	02-AEN	Lafayette	31 Jackson Township House	225 E. Sugar Street, Lafayette, OH, 45854	TRUE	-83.9463507	40.7599722	c(-83.9463507, 40.7599722)
OH	2012-11-06	county	ALLEN	02-AEO	Lafayette	31 Jackson Township House	225 E. Sugar Street, Lafayette, OH, 45854	TRUE	-83.9463507	40.7599722	c(-83.9463507, 40.7599722)
OH	2012-11-06	county	ALLEN	02-AEQ	Lafayette	31 Jackson Township House	225 E. Sugar Street, Lafayette, OH, 45854	TRUE	-83.9463507	40.7599722	c(-83.9463507, 40.7599722)
OH	2012-11-06	county	ALLEN	02-AES	Delphos	32 Marion Township House	5405 Kiggins Road, Delphos, OH, 45833	TRUE	-84.3194841	40.8144983	c(-84.3194841, 40.8144983)
OH	2012-11-06	county	ALLEN	02-AET	Delphos	32 Marion Township House	5405 Kiggins Road, Delphos, OH, 45833	TRUE	-84.3194841	40.8144983	c(-84.3194841, 40.8144983)
OH	2012-11-06	county	ALLEN	02-AEW	Cairo	33 Cairo Fire Department	101 W. Main Street, Cairo, OH, 45820	TRUE	-84.0818532	40.8317177	c(-84.0818532, 40.8317177)
OH	2012-11-06	county	ALLEN	02-AEX	Columbus Grove	34 Monroe Township House	8500 Slabtown Road, Columbus Grove, OH, 45830	TRUE	-84.0511644	40.8614677	c(-84.0511644, 40.8614677)
OH	2012-11-06	county	ALLEN	02-AEY	Columbus Grove	34 Monroe Township House	8500 Slabtown Road, Columbus Grove, OH, 45830	TRUE	-84.0511644	40.8614677	c(-84.0511644, 40.8614677)
OH	2012-11-06	county	ALLEN	02-AEZ	Lima	35 Perry Township House	2408 E. Breese Road, Lima, OH, 45806	TRUE	-84.0599264	40.6873029	c(-84.0599264, 40.6873029)
OH	2012-11-06	county	ALLEN	02-AFB	Lima	35 Perry Township House	2408 E. Breese Road, Lima, OH, 45806	TRUE	-84.0599264	40.6873029	c(-84.0599264, 40.6873029)
OH	2012-11-06	county	ALLEN	02-AFC	Lima	35 Perry Township House	2408 E. Breese Road, Lima, OH, 45806	TRUE	-84.0599264	40.6873029	c(-84.0599264, 40.6873029)
OH	2012-11-06	county	ALLEN	02-AFE	Beaverdam	36 Beaverdam Fire Department	201 W. Main Street, Beaverdam, OH, 45808	TRUE	-83.9760384	40.8327023	c(-83.9760384, 40.8327023)
OH	2012-11-06	county	ALLEN	02-AFF	Bluffton	38 Emmanuel United Church of Christ	8375 N. Phillips Road, Bluffton, OH, 45817	TRUE	-83.9384509	40.8607779	c(-83.9384509, 40.8607779)
OH	2012-11-06	county	ALLEN	02-AFG	Bluffton	38 Emmanuel United Church of Christ	8375 N. Phillips Road, Bluffton, OH, 45817	TRUE	-83.9384509	40.8607779	c(-83.9384509, 40.8607779)
OH	2012-11-06	county	ALLEN	02-AFI	Bluffton	37 Bluffton Elementary School	102 N. Jackson, Bluffton, OH, 45817	TRUE	-83.8925233	40.8940773	c(-83.8925233, 40.8940773)
OH	2012-11-06	county	ALLEN	02-AFJ	Bluffton	37 Bluffton Elementary School	102 N. Jackson, Bluffton, OH, 45817	TRUE	-83.8925233	40.8940773	c(-83.8925233, 40.8940773)
OH	2012-11-06	county	ALLEN	02-AFK	Bluffton	37 Bluffton Elementary School	102 N. Jackson, Bluffton, OH, 45817	TRUE	-83.8925233	40.8940773	c(-83.8925233, 40.8940773)
OH	2012-11-06	county	ALLEN	02-AFN	Lima	25 Senior Citizens Center	3400 W. Elm Street, Lima, OH, 45805	TRUE	-84.1693105	40.7375681	c(-84.1693105, 40.7375681)
OH	2012-11-06	county	ALLEN	02-AFO	Lima	41 Gardendale Church of God	4130 Spencerville Road, Lima, OH, 45805	TRUE	-84.180718	40.724169	c(-84.180718, 40.724169)
OH	2012-11-06	county	ALLEN	02-AFP	Lima	12 L.C.C. High School	720 S. Cable Road, Lima, OH, 45805	TRUE	-84.1505315	40.7309197	c(-84.1505315, 40.7309197)
OH	2012-11-06	county	ALLEN	02-AFQ	Lima	42 Faith Christian Church	2223 Shawnee Road, Lima, OH, 45805	TRUE	-84.1498284	40.7078911	c(-84.1498284, 40.7078911)
OH	2012-11-06	county	ALLEN	02-AFR	Lima	41 Gardendale Church of God	4130 Spencerville Road, Lima, OH, 45805	TRUE	-84.180718	40.724169	c(-84.180718, 40.724169)
OH	2012-11-06	county	ALLEN	02-AFS	Lima	43 Shawnee United Methodist Church	2600 Zurmehly Road, Lima, OH, 45806	TRUE	-84.1521699	40.6997481	c(-84.1521699, 40.6997481)
OH	2012-11-06	county	ALLEN	02-AFT	Lima	41 Gardendale Church of God	4130 Spencerville Road, Lima, OH, 45805	TRUE	-84.180718	40.724169	c(-84.180718, 40.724169)
OH	2012-11-06	county	ALLEN	02-AFU	Lima	44 Shawnee High School	3333 Zurmehly Road, Lima, OH, 45806	TRUE	-84.1664244	40.69234	c(-84.1664244, 40.69234)
OH	2012-11-06	county	ALLEN	02-AFV	Lima	45 St Matthews Lutheran Church	5050 St. Matthews Drive, Lima, OH, 45806	TRUE	-84.1561266	40.6667706	c(-84.1561266, 40.6667706)
OH	2012-11-06	county	ALLEN	02-AGB	Lima	39 Apollo J.V.S.	3325 Shawnee Road, Lima, OH, 45805	TRUE	-84.1492846	40.6920992	c(-84.1492846, 40.6920992)
OH	2012-11-06	county	ALLEN	02-AGC	Lima	39 Apollo J.V.S.	3325 Shawnee Road, Lima, OH, 45805	TRUE	-84.1492846	40.6920992	c(-84.1492846, 40.6920992)
OH	2012-11-06	county	ALLEN	02-AGD	Lima	40 Ft. Shawnee Admin Building	2050 W. Breese Road, Lima, OH, 45806	TRUE	-84.1419122	40.6873427	c(-84.1419122, 40.6873427)
OH	2012-11-06	county	ALLEN	02-AGI	Spencerville	46 Spencerville School Admin Bldg.	600 School Street, Spencerville, OH, 45887	TRUE	-84.3447563	40.7049153	c(-84.3447563, 40.7049153)
OH	2012-11-06	county	ALLEN	02-AGK	Spencerville	46 Spencerville School Admin Bldg.	600 School Street, Spencerville, OH, 45887	TRUE	-84.3447563	40.7049153	c(-84.3447563, 40.7049153)
OH	2012-11-06	county	ALLEN	02-AGL	Spencerville	46 Spencerville School Admin Bldg.	600 School Street, Spencerville, OH, 45887	TRUE	-84.3447563	40.7049153	c(-84.3447563, 40.7049153)
OH	2012-11-06	county	ALLEN	02-AGN	Gomer	47 Sugarcreek Township House	4130 W. Lincoln Hwy., Gomer, OH, 45809	TRUE	-84.182766	40.8444311	c(-84.182766, 40.8444311)
OH	2012-11-06	county	ALLEN	02AAA	DELPHOS	DELPHOS UNITED METHODIST	211 E. THIRD STREET, DELPHOS, OH, 45833	TRUE	-84.337977	40.8446453	c(-84.337977, 40.8446453)
OH	2012-11-06	county	ALLEN	02AAC	DELPHOS	DELPHOS UNITED METHODIST	211 E. THIRD STREET, DELPHOS, OH, 45833	TRUE	-84.337977	40.8446453	c(-84.337977, 40.8446453)
OH	2012-11-06	county	ALLEN	02AAE	DELPHOS	DELPHOS SENIOR CITIZENS CENTER	301 SUTHOFF, DELPHOS, OH, 45833	TRUE	-84.3368265	40.836473	c(-84.3368265, 40.836473)
OH	2012-11-06	county	ALLEN	02AAG	DELPHOS	DELPHOS SENIOR CITIZENS CENTER	301 SUTHOFF, DELPHOS, OH, 45833	TRUE	-84.3368265	40.836473	c(-84.3368265, 40.836473)
OH	2012-11-06	county	ALLEN	02AAH	LIMA	ST. GERARD SCHOOL	1311 N. MAIN STREET, LIMA, OH, 45801	TRUE	-84.1058214	40.760064	c(-84.1058214, 40.760064)
OH	2012-11-06	county	ALLEN	02AAJ	LIMA	NORTH MIDDLE SCHOOL	1135 N. WEST STREET, LIMA, OH, 45801	TRUE	-84.1087506	40.7846404	c(-84.1087506, 40.7846404)
OH	2012-11-06	county	ALLEN	02AAK	LIMA	ST. ROSE HALL	523 N. WEST STREET, LIMA, OH, 45801	TRUE	-84.1087506	40.7846404	c(-84.1087506, 40.7846404)
OH	2012-11-06	county	ALLEN	02AAO	LIMA	ZION LUTHERAN CHURCH	1300 EDGEWOOD DRIVE, LIMA, OH, 45805	TRUE	-84.1287595	40.7702395	c(-84.1287595, 40.7702395)
OH	2012-11-06	county	ALLEN	02AAP	LIMA	ST. GERARD SCHOOL	1311 N. MAIN STREET, LIMA, OH, 45801	TRUE	-84.1058214	40.760064	c(-84.1058214, 40.760064)
OH	2012-11-06	county	ALLEN	02AAQ	LIMA	ST. ROSE HALL	523 N. WEST STREET, LIMA, OH, 45801	TRUE	-84.1087506	40.7846404	c(-84.1087506, 40.7846404)
OH	2012-11-06	county	ALLEN	02AAW	LIMA	SECOND BAPTIST CHURCH	520 W. SPRING STREET, LIMA, OH, 45801	TRUE	-84.1110621	40.7390648	c(-84.1110621, 40.7390648)
OH	2012-11-06	county	ALLEN	02AAX	LIMA	ST. LUKE S LUTHERAN CHURCH	209 W. NORTH STREET, LIMA, OH, 45801	TRUE	-84.1071529	40.7424652	c(-84.1071529, 40.7424652)
