state	election_date	jurisdiction_type	county_name	precinct_id	municipality	name	address	lat	long
OH	2016-11-08	county	ADAMS	01AAA	PEEBLES	BRATTON TWP BLDG	2535 LOUDEN RD, PEEBLES, OH, 45660	39.0250998	-83.454664
OH	2016-11-08	county	ADAMS	01AAB	WEST UNION	LYNX OLD SCHOOL BLDG	505 LYNX DRIVE, WEST UNION, OH, 45693	38.7726766	-83.4154675
OH	2016-11-08	county	ADAMS	01AAD	PEEBLES	FRANKLIN TWP FIREHOUSE	29670 SR 41, PEEBLES, OH, 45660	38.9884832	-83.3776451
OH	2016-11-08	county	ADAMS	01AAE	STOUT	GREEN TWP FIREHOUSE	2243 BLUE CREEK RD, STOUT, OH, 45684	38.698693	-83.3785007
OH	2016-11-08	county	ADAMS	01AAG	BLUE CREEK	JEFFERSON SCHOOL GYM	8990 BLUE CREEK RD, BLUE CREEK, OH, 45616	38.778844	-83.329523
OH	2016-11-08	county	ADAMS	01AAI	WEST UNION	LIBERTY TWP BLDG	8632 SR 136, WEST UNION, OH, 45693	38.8028182	-83.6033899
OH	2016-11-08	county	ADAMS	01AAK	MANCHESTER	MANCHESTER COMMUNITY BLDG	400 PIKE STREET, MANCHESTER, OH, 45144	38.688908	-83.609256
OH	2016-11-08	county	ADAMS	01AAN	PEEBLES	PEEBLES FIREHOUSE	182 ELM ST., PEEBLES, OH, 45660	38.9484852	-83.4009295
OH	2016-11-08	county	ADAMS	01AAP	PEEBLES	PEEBLES FIREHOUSE	182 ELM ST., PEEBLES, OH, 45660	38.9484852	-83.4009295
OH	2016-11-08	county	ADAMS	01AAQ	PEEBLES	PEEBLES FIREHOUSE	182 ELM ST., PEEBLES, OH, 45660	38.9484852	-83.4009295
OH	2016-11-08	county	ADAMS	01AAR	MANCHESTER	MONROE TWP. BLDG.	2416 SR 247, MANCHESTER, OH, 45144	38.7344971	-83.5163702
OH	2016-11-08	county	ADAMS	01AAS	WEST UNION	OLIVER TWP FIRE STATION	4613 UNITY RD., WEST UNION, OH, 45693	38.894671	-83.521448
OH	2016-11-08	county	ADAMS	01AAT	SEAMAN	SEAMAN FIRE STATION	6493 TRI-COUNTY RD, SEAMAN, OH, 45679	38.9398892	-83.5802422
OH	2016-11-08	county	ADAMS	01AAU	SEAMAN	SEAMAN COMMUNITY BLDG	17806 SR 247, SEAMAN, OH, 45679	38.9412982	-83.5704231
OH	2016-11-08	county	ADAMS	01AAW	WEST UNION	SPRIGG TWP BLDG	315 POPLAR FLAT RD, WEST UNION, OH, 45693	38.7495054	-83.6065297
OH	2016-11-08	county	ADAMS	01AAY	WEST UNION	ADAMS CO FAIRGROUNDS	836 BOYD AVE, WEST UNION, OH, 45693	38.8008357	-83.5386984
OH	2016-11-08	county	ADAMS	01AAZ	WEST UNION	ADAMS CO FAIRGROUNDS	836 BOYD AVE, WEST UNION, OH, 45693	38.8008357	-83.5386984
OH	2016-11-08	county	ADAMS	01ABA	WEST UNION	ADAMS CO FAIRGROUNDS	836 BOYD AVE, WEST UNION, OH, 45693	38.8008357	-83.5386984
OH	2016-11-08	county	ADAMS	01ABC	WEST UNION	ADAMS CO FAIRGROUNDS	836 BOYD AVE, WEST UNION, OH, 45693	38.8008357	-83.5386984
OH	2016-11-08	county	ADAMS	01ABE	CHERRY FORK	WAYNE TWP FIREHOUSE	14815 SR 136, CHERRY FORK, OH, 45618	38.8895347	-83.6148462
OH	2016-11-08	county	ADAMS	01ABG	WINCHESTER	RED BARN PAVILION	2223A RUSSELLVILLE RD, WINCHESTER, OH, 45697	38.933784	-83.6610245
OH	2016-11-08	county	ADAMS	01ABH	WINCHESTER	RED BARN PAVILION	2223A RUSSELLVILLE RD, WINCHESTER, OH, 45697	38.933784	-83.6610245
OH	2016-11-08	county	ADAMS	01ABI	WEST UNION	LIBERTY TWP BLDG	8632 SR 136, WEST UNION, OH, 45693	38.8028182	-83.6033899
OH	2016-11-08	county	ALLEN	02AAA	DELPHOS	DELPHOS UNITED METHODIST	211 E. THIRD STREET, DELPHOS, OH, 45833	40.8446453	-84.337977
OH	2016-11-08	county	ALLEN	02AAC	DELPHOS	DELPHOS UNITED METHODIST	211 E. THIRD STREET, DELPHOS, OH, 45833	40.8446453	-84.337977
OH	2016-11-08	county	ALLEN	02AAE	DELPHOS	DELPHOS SENIOR CITIZENS CENTER	301 SUTHOFF, DELPHOS, OH, 45833	40.836473	-84.3368265
OH	2016-11-08	county	ALLEN	02AAG	DELPHOS	DELPHOS SENIOR CITIZENS CENTER	301 SUTHOFF, DELPHOS, OH, 45833	40.836473	-84.3368265
OH	2016-11-08	county	ALLEN	02AAH	LIMA	ST. GERARD SCHOOL	1311 N. MAIN STREET, LIMA, OH, 45801	40.760064	-84.1058214
OH	2016-11-08	county	ALLEN	02AAJ	LIMA	NORTH MIDDLE SCHOOL	1135 N. WEST STREET, LIMA, OH, 45801	40.7846404	-84.1087506
OH	2016-11-08	county	ALLEN	02AAK	LIMA	ST. ROSE HALL	523 N. WEST STREET, LIMA, OH, 45801	40.7846404	-84.1087506
OH	2016-11-08	county	ALLEN	02AAO	LIMA	ZION LUTHERAN CHURCH	1300 EDGEWOOD DRIVE, LIMA, OH, 45805	40.7702395	-84.1287595
OH	2016-11-08	county	ALLEN	02AAP	LIMA	ST. GERARD SCHOOL	1311 N. MAIN STREET, LIMA, OH, 45801	40.760064	-84.1058214
OH	2016-11-08	county	ALLEN	02AAQ	LIMA	ST. ROSE HALL	523 N. WEST STREET, LIMA, OH, 45801	40.7846404	-84.1087506
OH	2016-11-08	county	ALLEN	02AAW	LIMA	SECOND BAPTIST CHURCH	520 W. SPRING STREET, LIMA, OH, 45801	40.7390648	-84.1110621
OH	2016-11-08	county	ALLEN	02AAX	LIMA	ST. LUKE S LUTHERAN CHURCH	209 W. NORTH STREET, LIMA, OH, 45801	40.7424652	-84.1071529
OH	2016-11-08	county	ALLEN	02AAY	LIMA	LIMA SENIOR HIGH SCHOOL	1 SPARTAN WAY, LIMA, OH, 45801	40.7412622	-84.0964878
OH	2016-11-08	county	ALLEN	02ABE	LIMA	WEST MIDDLE SCHOOL	503 N. CABLE ROAD, LIMA, OH, 45805	40.7457128	-84.1493724
OH	2016-11-08	county	ALLEN	02ABF	LIMA	BRADFIELD CENTER	550 S COLLETT, LIMA, OH, 45805	40.7339404	-84.1196818
OH	2016-11-08	county	ALLEN	02ABH	LIMA	L.C.C. HIGH SCHOOL	720 S. CABLE ROAD, LIMA, OH, 45805	40.7309197	-84.1505315
OH	2016-11-08	county	ALLEN	02ABI	LIMA	L.C.C. HIGH SCHOOL	720 S. CABLE ROAD, LIMA, OH, 45805	40.7309197	-84.1505315
OH	2016-11-08	county	ALLEN	02ABP	LIMA	FREEDOM ELEMENTARY SCHOOL	575 S. CALUMET, LIMA, OH, 45804	40.733247	-84.0906421
OH	2016-11-08	county	ALLEN	02ABQ	LIMA	UNITY ELEMENTARY SCHOOL	925 E. 3RD STREET, LIMA, OH, 45804	40.7188716	-84.0915406
OH	2016-11-08	county	ALLEN	02ABR	LIMA	UNITY ELEMENTARY SCHOOL	925 E. 3RD STREET, LIMA, OH, 45804	40.7188716	-84.0915406
OH	2016-11-08	county	ALLEN	02ABT	LIMA	FREEDOM ELEMENTARY SCHOOL	575 S. CALUMET, LIMA, OH, 45804	40.733247	-84.0906421
OH	2016-11-08	county	ALLEN	02ABW	LIMA	BRADFIELD CENTER	550 S COLLETT, LIMA, OH, 45805	40.7339404	-84.1196818
OH	2016-11-08	county	ALLEN	02ABX	LIMA	LIMA TOWERS	790 S. MAIN STREET, LIMA, OH, 45804	40.7275343	-84.1054937
OH	2016-11-08	county	ALLEN	02ABZ	LIMA	PHILLIPPIAN MISSIONARY BAPTIST	190 E. 8TH STREET, LIMA, OH, 45804	40.7114643	-84.1036443
OH	2016-11-08	county	ALLEN	02ACD	LIMA	WEST MIDDLE SCHOOL	503 N. CABLE ROAD, LIMA, OH, 45805	40.7457128	-84.1493724
OH	2016-11-08	county	ALLEN	02ACE	LIMA	HERITAGE ELEMENTARY SCHOOL	816 COLLEGE AVENUE, LIMA, OH, 45805	40.748713	-84.1261973
OH	2016-11-08	county	ALLEN	02ACG	LIMA	WEST MIDDLE SCHOOL	503 N. CABLE ROAD, LIMA, OH, 45805	40.7457128	-84.1493724
OH	2016-11-08	county	ALLEN	02ACT	SPENCERVILLE	AMANDA TOWNSHIP HOUSE	690 S. CONANT ROAD, SPENCERVILLE, OH, 45887	40.7293527	-84.2809797
OH	2016-11-08	county	ALLEN	02ACU	SPENCERVILLE	AMANDA TOWNSHIP HOUSE	690 S. CONANT ROAD, SPENCERVILLE, OH, 45887	40.7293527	-84.2809797
OH	2016-11-08	county	ALLEN	02ACW	ELIDA	AMERICAN TOWNSHIP HOUSE	102 PIONEER ROAD, ELIDA, OH, 45807	40.7831668	-84.1886468
OH	2016-11-08	county	ALLEN	02ACX	LIMA	ZION LUTHERAN CHURCH	1300 EDGEWOOD DRIVE, LIMA, OH, 45805	40.7702395	-84.1287595
OH	2016-11-08	county	ALLEN	02ACY	LIMA	ZION LUTHERAN CHURCH	1300 EDGEWOOD DRIVE, LIMA, OH, 45805	40.7702395	-84.1287595
OH	2016-11-08	county	ALLEN	02ACZ	LIMA	ZION LUTHERAN CHURCH	1300 EDGEWOOD DRIVE, LIMA, OH, 45805	40.7702395	-84.1287595
OH	2016-11-08	county	ALLEN	02ADA	LIMA	APPLESEED RIDGE GIRL SCOUT	1870 W. ROBB AVENUE, LIMA, OH, 45805	40.7624956	-84.1356862
OH	2016-11-08	county	ALLEN	02ADB	LIMA	SHERWOOD PARK COMMUNITY CLUB	1680 VICTORIA LANE, LIMA, OH, 45805	40.7570252	-84.1547425
OH	2016-11-08	county	ALLEN	02ADC	LIMA	NEW HOPE CHRISTIAN CENTER	2240 BATY ROAD, LIMA, OH, 45805	40.7696384	-84.1833805
OH	2016-11-08	county	ALLEN	02ADD	ELIDA	AMERICAN TOWNSHIP HOUSE	102 PIONEER ROAD, ELIDA, OH, 45807	40.7831668	-84.1886468
OH	2016-11-08	county	ALLEN	02ADE	LIMA	NEW HOPE CHRISTIAN CENTER	2240 BATY ROAD, LIMA, OH, 45805	40.7696384	-84.1833805
OH	2016-11-08	county	ALLEN	02ADF	LIMA	SENIOR CITIZENS SERVICES	3400 W. ELM STREET, LIMA, OH, 45805	40.7375681	-84.1693105
OH	2016-11-08	county	ALLEN	02ADG	LIMA	SENIOR CITIZENS SERVICES	3400 W. ELM STREET, LIMA, OH, 45805	40.7375681	-84.1693105
OH	2016-11-08	county	ALLEN	02ADI	LIMA	SENIOR CITIZENS SERVICES	3400 W. ELM STREET, LIMA, OH, 45805	40.7375681	-84.1693105
OH	2016-11-08	county	ALLEN	02ADQ	ELIDA	ELIDA IMMANUEL UNITED	699 SUNNYDALE, ELIDA, OH, 45807	40.7880093	-84.1935379
OH	2016-11-08	county	ALLEN	02ADR	ELIDA	ELIDA IMMANUEL UNITED	699 SUNNYDALE, ELIDA, OH, 45807	40.7880093	-84.1935379
OH	2016-11-08	county	ALLEN	02ADT	HARROD	ALLEN EAST COMMUNITY CENTER	9520 HARROD ROAD, HARROD, OH, 45850	40.7055378	-83.9262889
OH	2016-11-08	county	ALLEN	02ADU	HARROD	ALLEN EAST COMMUNITY CENTER	9520 HARROD ROAD, HARROD, OH, 45850	40.7055378	-83.9262889
OH	2016-11-08	county	ALLEN	02ADW	HARROD	ALLEN EAST COMMUNITY CENTER	9520 HARROD ROAD, HARROD, OH, 45850	40.7055378	-83.9262889
OH	2016-11-08	county	ALLEN	02ADY	LIMA	ST. GERARD SCHOOL	1311 N. MAIN STREET, LIMA, OH, 45801	40.760064	-84.1058214
OH	2016-11-08	county	ALLEN	02ADZ	LIMA	BATH HIGH SCHOOL	2850 BIBLE ROAD, LIMA, OH, 45801	40.7730096	-84.0522585
OH	2016-11-08	county	ALLEN	02AEA	LIMA	BATH TOWNSHIP HOUSE	2880 ADA ROAD, LIMA, OH, 45801	40.7590623	-84.0515628
OH	2016-11-08	county	ALLEN	02AEB	LIMA	BATH HIGH SCHOOL	2850 BIBLE ROAD, LIMA, OH, 45801	40.7730096	-84.0522585
OH	2016-11-08	county	ALLEN	02AEC	LIMA	ST. GERARD SCHOOL	1311 N. MAIN STREET, LIMA, OH, 45801	40.760064	-84.1058214
OH	2016-11-08	county	ALLEN	02AED	LIMA	BATH TOWNSHIP HOUSE	2880 ADA ROAD, LIMA, OH, 45801	40.7590623	-84.0515628
OH	2016-11-08	county	ALLEN	02AEE	LIMA	ALLEN COUNTY FAIRGROUNDS YOUTH	2750 HARDING HWY., LIMA, OH, 45804	40.7305666	-84.0563847
OH	2016-11-08	county	ALLEN	02AEF	LIMA	ALLEN COUNTY FAIRGROUNDS YOUTH	2750 HARDING HWY., LIMA, OH, 45804	40.7305666	-84.0563847
OH	2016-11-08	county	ALLEN	02AEG	LIMA	FOREST PARK UNITED METHODIST	315 S. COLLINS, LIMA, OH, 45804	40.7360533	-84.0809119
OH	2016-11-08	county	ALLEN	02AEN	LAFAYETTE	JACKSON TOWNSHIP HOUSE	225 E. SUGAR STREET, LAFAYETTE, OH, 45854	40.7599722	-83.9463507
OH	2016-11-08	county	ALLEN	02AEO	LAFAYETTE	JACKSON TOWNSHIP HOUSE	225 E. SUGAR STREET, LAFAYETTE, OH, 45854	40.7599722	-83.9463507
OH	2016-11-08	county	ALLEN	02AEQ	LAFAYETTE	JACKSON TOWNSHIP HOUSE	225 E. SUGAR STREET, LAFAYETTE, OH, 45854	40.7599722	-83.9463507
OH	2016-11-08	county	ALLEN	02AES	DELPHOS	MARION TOWNSHIP HOUSE	5405 KIGGINS ROAD, DELPHOS, OH, 45833	40.8144983	-84.3194841
OH	2016-11-08	county	ALLEN	02AET	DELPHOS	MARION TOWNSHIP HOUSE	5405 KIGGINS ROAD, DELPHOS, OH, 45833	40.8144983	-84.3194841
OH	2016-11-08	county	ALLEN	02AEW	CAIRO	CAIRO FIRE DEPARTMENT	101 W. MAIN STREET, CAIRO, OH, 45820	40.8317177	-84.0818532
OH	2016-11-08	county	ALLEN	02AEX	COLUMBUS GROVE	MONROE TOWNSHIP HOUSE	8500 SLABTOWN ROAD, COLUMBUS GROVE, OH, 45830	40.8614677	-84.0511644
OH	2016-11-08	county	ALLEN	02AEY	COLUMBUS GROVE	MONROE TOWNSHIP HOUSE	8500 SLABTOWN ROAD, COLUMBUS GROVE, OH, 45830	40.8614677	-84.0511644
OH	2016-11-08	county	ALLEN	02AEZ	LIMA	PERRY TOWNSHIP HOUSE	2408 E. BREESE ROAD, LIMA, OH, 45806	40.6873029	-84.0599264
OH	2016-11-08	county	ALLEN	02AFB	LIMA	PERRY TOWNSHIP HOUSE	2408 E. BREESE ROAD, LIMA, OH, 45806	40.6873029	-84.0599264
OH	2016-11-08	county	ALLEN	02AFC	LIMA	PERRY TOWNSHIP HOUSE	2408 E. BREESE ROAD, LIMA, OH, 45806	40.6873029	-84.0599264
OH	2016-11-08	county	ALLEN	02AFE	BEAVERDAM	BEAVERDAM FIRE DEPARTMENT	201 W. MAIN STREET, BEAVERDAM, OH, 45808	40.8327023	-83.9760384
OH	2016-11-08	county	ALLEN	02AFF	BLUFFTON	EMMANUEL UNITED CHURCH	8375 N. PHILLIPS ROAD, BLUFFTON, OH, 45817	40.8607779	-83.9384509
OH	2016-11-08	county	ALLEN	02AFG	BLUFFTON	EMMANUEL UNITED CHURCH	8375 N. PHILLIPS ROAD, BLUFFTON, OH, 45817	40.8607779	-83.9384509
OH	2016-11-08	county	ALLEN	02AFI	BLUFFTON	BLUFFTON ELEMENTARY SCHOOL	102 S. JACKSON, BLUFFTON, OH, 45817	40.8945821	-83.8929345
OH	2016-11-08	county	ALLEN	02AFJ	BLUFFTON	BLUFFTON ELEMENTARY SCHOOL	102 S. JACKSON, BLUFFTON, OH, 45817	40.8945821	-83.8929345
OH	2016-11-08	county	ALLEN	02AFK	BLUFFTON	BLUFFTON ELEMENTARY SCHOOL	102 S. JACKSON, BLUFFTON, OH, 45817	40.8945821	-83.8929345
OH	2016-11-08	county	ALLEN	02AFN	LIMA	SENIOR CITIZENS SERVICES	3400 W. ELM STREET, LIMA, OH, 45805	40.7375681	-84.1693105
OH	2016-11-08	county	ALLEN	02AFO	LIMA	GARDENDALE CHURCH OF GOD	4130 SPENCERVILLE ROAD, LIMA, OH, 45805	40.724169	-84.180718
OH	2016-11-08	county	ALLEN	02AFP	LIMA	L.C.C. HIGH SCHOOL	720 S. CABLE ROAD, LIMA, OH, 45805	40.7309197	-84.1505315
OH	2016-11-08	county	ALLEN	02AFQ	LIMA	FAITH CHRISTIAN CHURCH	2223 SHAWNEE ROAD, LIMA, OH, 45805	40.7078911	-84.1498284
OH	2016-11-08	county	ALLEN	02AFR	LIMA	GARDENDALE CHURCH OF GOD	4130 SPENCERVILLE ROAD, LIMA, OH, 45805	40.724169	-84.180718
OH	2016-11-08	county	ALLEN	02AFS	LIMA	SHAWNEE COMM. UNITED METHODIST	2600 ZURMEHLY ROAD, LIMA, OH, 45806	40.6997481	-84.1521699
OH	2016-11-08	county	ALLEN	02AFT	LIMA	GARDENDALE CHURCH OF GOD	4130 SPENCERVILLE ROAD, LIMA, OH, 45805	40.724169	-84.180718
OH	2016-11-08	county	ALLEN	02AFU	LIMA	SHAWNEE HIGH SCHOOL	3333 ZURMEHLY ROAD, LIMA, OH, 45806	40.69234	-84.1664244
OH	2016-11-08	county	ALLEN	02AFV	LIMA	ST. MATTHEWS LUTHERAN CHURCH	5050 ST. MATTHEWS DRIVE, LIMA, OH, 45806	40.6667706	-84.1561266
OH	2016-11-08	county	ALLEN	02AGB	LIMA	SHAWNEE ALLIANCE ACTIV BLD	4450 SHAWNEE ROAD, LIMA, OH, 45806	40.676252	-84.1528435
OH	2016-11-08	county	ALLEN	02AGC	LIMA	SHAWNEE ALLIANCE ACTIV BLD	4450 SHAWNEE ROAD, LIMA, OH, 45806	40.676252	-84.1528435
OH	2016-11-08	county	ALLEN	02AGD	LIMA	SHAWNEE ALLIANCE ACTIV BLD	4450 SHAWNEE ROAD, LIMA, OH, 45806	40.676252	-84.1528435
OH	2016-11-08	county	ALLEN	02AGI	SPENCERVILLE	SPENCERVILLE SCHOOL ADMIN BLD	600 SCHOOL STREET, SPENCERVILLE, OH, 45887	40.7049153	-84.3447563
OH	2016-11-08	county	ALLEN	02AGK	SPENCERVILLE	SPENCERVILLE SCHOOL ADMIN BLD	600 SCHOOL STREET, SPENCERVILLE, OH, 45887	40.7049153	-84.3447563
OH	2016-11-08	county	ALLEN	02AGL	SPENCERVILLE	SPENCERVILLE SCHOOL ADMIN BLD	600 SCHOOL STREET, SPENCERVILLE, OH, 45887	40.7049153	-84.3447563
OH	2016-11-08	county	ALLEN	02AGN	GOMER	SUGARCREEK TOWNSHIP HOUSE	4130 W. LINCOLN HWY., GOMER, OH, 45809	40.8444311	-84.182766
OH	2016-11-08	county	ASHLAND	03-P-AAA	ASHLAND	MOZELLE HALL	2042   CLAREMONT AVE, ASHLAND, OH, 44805	40.8504724	-82.3436843
OH	2016-11-08	county	ASHLAND	03-P-AAB	ASHLAND	MOZELLE HALL	2042   CLAREMONT AVE, ASHLAND, OH, 44805	40.8504724	-82.3436843
OH	2016-11-08	county	ASHLAND	03-P-AAC	ASHLAND	MOZELLE HALL	2042   CLAREMONT AVE, ASHLAND, OH, 44805	40.8504724	-82.3436843
OH	2016-11-08	county	ASHLAND	03-P-AAD	ASHLAND	MOZELLE HALL	2042   CLAREMONT AVE, ASHLAND, OH, 44805	40.8504724	-82.3436843
OH	2016-11-08	county	ASHLAND	03-P-AAF	ASHLAND	MOZELLE HALL	2042   CLAREMONT AVE, ASHLAND, OH, 44805	40.8504724	-82.3436843
OH	2016-11-08	county	ASHLAND	03-P-AAG	ASHLAND	PEACE LUTHERAN CHURCH	1360   SMITH RD, ASHLAND, OH, 44805	40.8586874	-82.3434512
OH	2016-11-08	county	ASHLAND	03-P-AAH	ASHLAND	PEACE LUTHERAN CHURCH	1360   SMITH RD, ASHLAND, OH, 44805	40.8586874	-82.3434512
OH	2016-11-08	county	ASHLAND	03-P-AAI	ASHLAND	PEACE LUTHERAN CHURCH	1360   SMITH RD, ASHLAND, OH, 44805	40.8586874	-82.3434512
OH	2016-11-08	county	ASHLAND	03-P-AAJ	ASHLAND	PEACE LUTHERAN CHURCH	1360   SMITH RD, ASHLAND, OH, 44805	40.8586874	-82.3434512
OH	2016-11-08	county	ASHLAND	03-P-AAQ	ASHLAND	SALVATION ARMY KROC CENTER	527 E LIBERTY ST, ASHLAND, OH, 44805	40.8649658	-82.3038934
OH	2016-11-08	county	ASHLAND	03-P-AAS	ASHLAND	EAGLES CLUB	400   EASTLAKE DR, ASHLAND, OH, 44805	40.8907467	-82.3059715
OH	2016-11-08	county	ASHLAND	03-P-AAU	ASHLAND	EAGLES CLUB	400   EASTLAKE DR, ASHLAND, OH, 44805	40.8907467	-82.3059715
OH	2016-11-08	county	ASHLAND	03-P-AAV	ASHLAND	SALVATION ARMY KROC CENTER	527 E LIBERTY ST, ASHLAND, OH, 44805	40.8649658	-82.3038934
OH	2016-11-08	county	ASHLAND	03-P-AAZ	ASHLAND	SALVATION ARMY KROC CENTER	527 E LIBERTY ST, ASHLAND, OH, 44805	40.8649658	-82.3038934
OH	2016-11-08	county	ASHLAND	03-P-ABB	ASHLAND	SALVATION ARMY KROC CENTER	527 E LIBERTY ST, ASHLAND, OH, 44805	40.8649658	-82.3038934
OH	2016-11-08	county	ASHLAND	03-P-ABC	ASHLAND	EAGLES CLUB	400   EASTLAKE DR, ASHLAND, OH, 44805	40.8907467	-82.3059715
OH	2016-11-08	county	ASHLAND	03-P-ABD	ASHLAND	EAGLES CLUB	400   EASTLAKE DR, ASHLAND, OH, 44805	40.8907467	-82.3059715
OH	2016-11-08	county	ASHLAND	03-P-ABG	GREENWIC	BETHEL BAPTIST CHURCH	575 N US 250, GREENWIC, OH, 44837	40.9806767	-82.370997
OH	2016-11-08	county	ASHLAND	03-P-ABI	ASHLAND	GREEN PERRYSVILLE FIRE STATION	181 W THIRD ST, ASHLAND, OH, 44805	40.869976	-82.3179791
OH	2016-11-08	county	ASHLAND	03-P-ABJ	LOUDONVILLE	AMERICAN LEGION POST 257	131 S WATER ST, LOUDONVILLE, OH, 44842	40.6345986	-82.2348152
OH	2016-11-08	county	ASHLAND	03-P-ABN	LOUDONVILLE	AMERICAN LEGION POST 257	131 S WATER ST, LOUDONVILLE, OH, 44842	40.6345986	-82.2348152
OH	2016-11-08	county	ASHLAND	03-P-ABO	LOUDONVILLE	LOUDONVILLE PUBLIC LIBRARY	122 E MAIN ST, LOUDONVILLE, OH, 44842	40.635204	-82.2320982
OH	2016-11-08	county	ASHLAND	03-P-ABP	LOUDONVILLE	AMERICAN LEGION POST 257	131 S WATER ST, LOUDONVILLE, OH, 44842	40.6345986	-82.2348152
OH	2016-11-08	county	ASHLAND	03-P-ABS	WEST SALEM	CINNAMON LAKE LODGE	1262 LAUREL DR, WEST SALEM, OH, 44287	40.9864205	-82.1902689
OH	2016-11-08	county	ASHLAND	03-P-ABT	POLK	POLK FIRE STATION	209 E CONGRESS ST, POLK, OH, 44866	40.9448918	-82.21252
OH	2016-11-08	county	ASHLAND	03-P-ABV	LOUDONVILLE	LAKE TOWNSHIP HOUSE	2499 CR 175, LOUDONVILLE, OH, 44842	40.6353382	-82.2332144
OH	2016-11-08	county	ASHLAND	03-P-ABZ	ASHLAND	ASHLAND CHURCH OF CHRIST	1185   CR 1356, ASHLAND, OH, 44805	40.8637328	-82.3561236
OH	2016-11-08	county	ASHLAND	03-P-ACA	ASHLAND	ASHLAND CHURCH OF CHRIST	1185   CR 1356, ASHLAND, OH, 44805	40.8637328	-82.3561236
OH	2016-11-08	county	ASHLAND	03-P-ACB	JEROMESVILLE	JEROMESVILLE FIRE DEPT	20 W NORTH, JEROMESVILLE, OH, 44840	40.8042238	-82.195712
OH	2016-11-08	county	ASHLAND	03-P-ACC	JEROMESVILLE	MOHICAN TOWNSHIP HOUSE	2008 SR 89, JEROMESVILLE, OH, 44840	40.7694587	-82.1848032
OH	2016-11-08	county	ASHLAND	03-P-ACE	ASHLAND	EAGLES CLUB	400   EASTLAKE DR, ASHLAND, OH, 44805	40.8907467	-82.3059715
OH	2016-11-08	county	ASHLAND	03-P-ACF	ASHLAND	EAGLES CLUB	400   EASTLAKE DR, ASHLAND, OH, 44805	40.8907467	-82.3059715
OH	2016-11-08	county	ASHLAND	03-P-ACH	ASHLAND	MOZELLE HALL	2042   CLAREMONT AVE, ASHLAND, OH, 44805	40.8504724	-82.3436843
OH	2016-11-08	county	ASHLAND	03-P-ACI	ASHLAND	TRINITY BAPTIST CHURCH	891   SR 511, ASHLAND, OH, 44805	40.933667	-82.31458
OH	2016-11-08	county	ASHLAND	03-P-ACJ	ASHLAND	TRINITY BAPTIST CHURCH	891   SR 511, ASHLAND, OH, 44805	40.933667	-82.31458
OH	2016-11-08	county	ASHLAND	03-P-ACM	ASHLAND	TRINITY UNITED METHODIST	1301 SR 89, ASHLAND, OH, 44805	40.870857	-82.211133
OH	2016-11-08	county	ASHLAND	03-P-ACN	NOVA	NOVA  UNITED METHODIST CHURCH	257 SR 511, NOVA, OH, 44859	41.0276402	-82.3042751
OH	2016-11-08	county	ASHLAND	03-P-ACO	SULLIVAN	1ST CONGREGATIONAL CHURCH	503   US 224, SULLIVAN, OH, 44880	41.028001	-82.2234795
OH	2016-11-08	county	ASHLAND	03-P-ACP	SULLIVAN	1ST CONGREGATIONAL CHURCH	503   US 224, SULLIVAN, OH, 44880	41.028001	-82.2234795
OH	2016-11-08	county	ASHLAND	03-P-ACQ	NOVA	NOVA  UNITED METHODIST CHURCH	257 SR 511, NOVA, OH, 44859	41.0276402	-82.3042751
OH	2016-11-08	county	ASHLAND	03-P-ACS	HAYESVILLE	HAYESVILLE U.N. METH. CHURCH	44 S MECHANIC ST, HAYESVILLE, OH, 44838	40.7716684	-82.262531
OH	2016-11-08	county	ASHLAND	03-P-ACT	ASHLAND	STONE LUTHERAN CHURCH	940 CR 1754, ASHLAND, OH, 44805	40.806081	-82.305161
OH	2016-11-08	county	ASHLAND	03-P-ACU	HAYESVILLE	HAYESVILLE U.N. METH. CHURCH	44 S MECHANIC ST, HAYESVILLE, OH, 44838	40.7716684	-82.262531
OH	2016-11-08	county	ASHLAND	03-P-ACV	ASHLAND	MIFFLIN FIRE STATION	STATE ROUTE 603, ASHLAND, OH, 44805	40.8368996	-82.4013138
OH	2016-11-08	county	ASHLAND	03-P-ACX	ASHLAND	BAILEY LAKES VILLAGE CENTER	822   MAIN ST, ASHLAND, OH, 44805	40.87007	-82.3271519
OH	2016-11-08	county	ASHTABULA	04AAA	ASHTABULA	ELKS CLUB	3115 LAKE RD W, ASHTABULA, OH, 44004	41.8925913	-80.8289124
OH	2016-11-08	county	ASHTABULA	04AAB	ASHTABULA	ELKS CLUB	3115 LAKE RD W, ASHTABULA, OH, 44004	41.8925913	-80.8289124
OH	2016-11-08	county	ASHTABULA	04AAC	ASHTABULA	LIGHTED CROSS LUTHERAN CHURCH	2310 W 9TH ST, ASHTABULA, OH, 44004	41.8920179	-80.8155458
OH	2016-11-08	county	ASHTABULA	04AAE	ASHTABULA	ELKS CLUB	3115 LAKE RD W, ASHTABULA, OH, 44004	41.8925913	-80.8289124
OH	2016-11-08	county	ASHTABULA	04AAH	ASHTABULA	LIGHTED CROSS LUTHERAN CHURCH	2310 W 9TH ST, ASHTABULA, OH, 44004	41.8920179	-80.8155458
